y_test,y_prob
0,0.0211864406779661
0,0.0211864406779661
0,0.044975013881177126
0,0.0
0,0.10882708585247884
0,0.0
0,0.03862660944206009
1,0.3076923076923077
0,0.0136986301369863
0,0.017857142857142856
0,0.0211864406779661
0,0.044534412955465584
0,0.0703577259907971
0,0.044975013881177126
0,0.10882708585247884
0,0.0703577259907971
0,0.05961538461538462
0,0.0
1,0.35365853658536583
0,0.0211864406779661
0,0.040376850605652756
0,0.10882708585247884
0,0.0136986301369863
0,0.0841995841995842
0,0.7058823529411765
0,0.0
0,0.4396709323583181
0,0.08160621761658031
0,0.0703577259907971
0,0.044975013881177126
0,0.8181818181818182
0,0.0211864406779661
0,0.05961538461538462
0,0.08611599297012303
0,0.020689655172413793
0,0.0
0,0.3076923076923077
0,0.0703577259907971
0,0.0136986301369863
0,0.8
0,0.0703577259907971
0,0.0841995841995842
0,0.0136986301369863
0,0.0211864406779661
0,0.0
0,0.044975013881177126
0,0.044975013881177126
1,0.0703577259907971
0,0.10882708585247884
0,0.07603686635944701
0,0.32085561497326204
0,0.4396709323583181
0,0.03862660944206009
0,0.0703577259907971
0,0.0
0,0.044975013881177126
0,0.0703577259907971
0,0.0211864406779661
0,0.040376850605652756
0,0.020689655172413793
0,0.0703577259907971
0,0.09090909090909091
1,1.0
0,0.0211864406779661
0,0.024232633279483037
0,0.10882708585247884
0,0.0703577259907971
0,0.4396709323583181
0,0.0703577259907971
0,0.10882708585247884
0,0.0
0,0.14285714285714285
0,0.0
0,0.0703577259907971
0,0.0
0,0.23076923076923078
0,0.4396709323583181
0,0.040376850605652756
0,0.044975013881177126
0,0.08160621761658031
0,0.05961538461538462
1,0.0
0,0.14285714285714285
0,0.044534412955465584
0,0.044975013881177126
0,0.0703577259907971
0,0.10882708585247884
0,0.0
0,0.05961538461538462
0,0.0703577259907971
0,0.044975013881177126
0,0.3
1,1.0
0,0.040376850605652756
0,0.0703577259907971
1,0.2727272727272727
1,0.8
1,0.0703577259907971
0,0.044975013881177126
0,0.10884353741496598
0,0.0703577259907971
0,0.040376850605652756
0,0.018115942028985508
0,0.0703577259907971
0,0.0
0,0.10882708585247884
0,0.0703577259907971
0,0.044975013881177126
0,0.0
0,0.0703577259907971
0,0.3888888888888889
0,0.03558718861209965
0,0.018115942028985508
0,0.0703577259907971
0,0.0703577259907971
0,0.0703577259907971
0,0.14285714285714285
0,0.0703577259907971
0,0.08997429305912596
0,0.4396709323583181
0,0.0703577259907971
0,0.0703577259907971
0,0.0703577259907971
0,0.0
0,0.0
0,0.0703577259907971
0,0.0703577259907971
0,0.0703577259907971
0,0.0
0,0.08160621761658031
0,0.10882708585247884
0,0.0
0,0.0703577259907971
0,0.0703577259907971
0,0.0703577259907971
0,0.044975013881177126
0,0.044975013881177126
1,0.4396709323583181
1,1.0
0,0.0
1,0.4396709323583181
0,0.0703577259907971
0,0.5454545454545454
0,0.0
0,0.0703577259907971
1,0.4396709323583181
1,0.10882708585247884
1,0.2727272727272727
0,0.14224137931034483
0,0.24390243902439024
0,0.03558718861209965
0,0.08
0,0.044975013881177126
0,0.0703577259907971
1,0.0841995841995842
0,0.3333333333333333
0,0.08571428571428572
0,0.040376850605652756
1,0.7272727272727273
0,0.08997429305912596
1,0.4396709323583181
0,0.0
0,0.10882708585247884
0,0.0703577259907971
0,0.0703577259907971
0,0.044534412955465584
0,0.10882708585247884
0,0.05961538461538462
0,0.0703577259907971
0,0.08571428571428572
0,0.0703577259907971
0,0.044975013881177126
0,0.020689655172413793
0,0.0
1,0.08611599297012303
0,0.10882708585247884
0,0.0
0,0.012195121951219513
0,0.0
0,0.0
0,0.0
0,0.0
0,0.08160621761658031
0,0.0703577259907971
0,0.0
0,0.0211864406779661
0,0.044975013881177126
1,0.3
1,0.21052631578947367
0,0.0
1,0.16666666666666666
0,0.0
0,0.0211864406779661
0,0.05961538461538462
1,0.040376850605652756
0,0.0703577259907971
0,0.0211864406779661
0,0.0703577259907971
0,0.0
0,0.0
0,0.05961538461538462
0,0.0703577259907971
0,0.0136986301369863
0,0.044975013881177126
1,0.10882708585247884
0,0.05961538461538462
0,0.10882708585247884
1,0.0136986301369863
0,0.0211864406779661
0,0.08611599297012303
0,0.05961538461538462
0,0.0
0,0.10882708585247884
0,0.0211864406779661
0,0.0211864406779661
1,0.44680851063829785
0,0.0703577259907971
1,0.0211864406779661
1,0.0
0,0.08997429305912596
0,0.044975013881177126
0,0.0703577259907971
0,0.0703577259907971
0,0.0
0,0.0
1,0.0703577259907971
0,0.040376850605652756
0,0.040376850605652756
0,0.018115942028985508
0,0.10882708585247884
0,0.03558718861209965
0,0.03558718861209965
0,0.0
0,0.23076923076923078
